@relation scores_train-weka.filters.unsupervised.attribute.NumericToNominal-R4

@attribute RF numeric
@attribute AB numeric
@attribute NB numeric
@attribute y {0,1}

@data
0.092383,0.440718,0.031201,1
0.101695,0.44002,0.048572,1
0.1042,0.44128,0.03223,0
0.113949,0.440948,0.047704,0
0.126347,0.442553,0.04704,0
0.097815,0.439999,0.037339,0
0.248828,0.470576,0.99735,1
0.105496,0.439906,0.046652,0
0.145207,0.46428,0.174634,0
0.082036,0.439231,0.015555,0
0.101552,0.439794,0.054043,0
0.149475,0.463083,0.054664,0
0.116015,0.440719,0.569943,0
0.116841,0.442516,0.04644,1
0.117907,0.44112,0.067778,0
0.082357,0.439542,0.018105,0
0.087496,0.439821,0.02268,0
0.145887,0.463698,0.040673,1
0.089572,0.4396,0.02256,1
0.100262,0.439753,0.026937,0
0.107374,0.440908,0.038411,0
0.115428,0.441104,0.053455,0
0.095473,0.44065,0.067041,0
0.118419,0.440958,0.09724,0
0.11227,0.440967,0.035149,1
0.106725,0.44002,0.056193,0
0.14116,0.463084,0.079479,0
0.093573,0.439773,0.037433,0
0.088586,0.439614,0.024509,0
0.105904,0.4414,0.012887,0
0.085065,0.439614,0.006165,0
0.129693,0.442154,0.027345,0
0.121902,0.44247,0.069277,0
0.06622,0.438925,0.00649,0
0.085571,0.439694,0.02423,0
0.080686,0.439614,0.039673,0
0.102597,0.439647,0.052802,0
0.095391,0.439818,0.022577,0
0.147723,0.463287,0.026269,0
0.091646,0.439821,0.059455,0
0.075675,0.439134,0.013522,0
0.116612,0.440122,0.076279,0
0.116303,0.440717,0.072966,0
0.074118,0.439071,0.010515,0
0.097136,0.439959,0.030999,0
0.153185,0.461681,0.038374,0
0.144619,0.463668,0.059366,0
0.120888,0.442498,0.068054,0
0.079152,0.439672,0.024119,0
0.083842,0.439664,0.012428,0
0.082592,0.439591,0.02068,0
0.111935,0.440853,0.047569,0
0.092945,0.439934,0.071645,0
0.10729,0.441317,0.017521,0
0.124174,0.440122,0.109141,1
0.096714,0.440646,0.039658,0
0.109631,0.441147,0.058432,0
0.158617,0.463861,0.103098,0
0.111021,0.439966,0.046605,0
0.097177,0.44116,0.030188,1
0.103053,0.44088,0.069686,0
0.107955,0.442426,0.014299,0
0.11597,0.442039,0.135075,0
0.08405,0.439581,0.006719,0
0.116003,0.441001,0.048558,1
0.135612,0.463262,0.063517,0
0.071759,0.439015,0.010633,0
0.150375,0.46279,0.08912,0
0.146529,0.463773,0.112123,0
0.166137,0.463431,0.198162,0
0.10344,0.44002,0.03296,0
0.102938,0.439665,0.017263,0
0.138806,0.463606,0.07997,0
0.088713,0.439524,0.008548,0
0.102738,0.441344,0.043144,0
0.212276,0.470322,0.99761,0
0.10134,0.441088,0.034002,0
0.103772,0.44131,0.035588,0
0.115986,0.441532,0.065233,0
0.154981,0.463947,0.175414,0
0.100128,0.439771,0.029139,0
0.087581,0.439773,0.034861,0
0.112548,0.440059,0.070101,0
0.108833,0.439871,0.057744,0
0.104334,0.439993,0.05752,0
0.166991,0.463784,0.168677,1
0.109271,0.440958,0.035209,0
0.091461,0.439587,0.027378,0
0.076743,0.439034,0.007447,0
0.087874,0.439575,0.030097,0
0.083953,0.439597,0.016776,1
0.099057,0.44077,0.070768,0
0.084138,0.440486,0.018986,0
0.112183,0.441463,0.069459,0
0.11423,0.442192,0.021429,0
0.090235,0.439406,0.019906,0
0.079508,0.439837,0.023629,0
0.114721,0.441133,0.032197,0
0.101076,0.439983,0.039723,0
0.162528,0.4642,0.313204,0
0.102543,0.441189,0.126642,1
0.163817,0.464551,0.247134,0
0.112156,0.439969,0.062971,0
0.087134,0.439773,0.031818,0
0.11625,0.441473,0.08382,0
0.079373,0.439587,0.019413,1
0.068052,0.438958,0.011976,0
0.089967,0.43957,0.020179,0
0.134637,0.441702,0.046888,0
0.142054,0.462753,0.09699,0
0.107713,0.439962,0.041178,0
0.094201,0.440605,0.019805,0
0.121118,0.44116,0.033724,0
0.201729,0.450471,0.971853,0
0.10083,0.439804,0.038295,0
0.109358,0.440932,0.025342,0
0.120759,0.44122,0.116946,1
0.104365,0.439247,0.019038,1
0.094052,0.438946,0.01783,0
0.106309,0.439847,0.069924,0
0.170658,0.464267,0.306362,0
0.093062,0.439716,0.035724,0
0.10595,0.440535,0.028129,0
0.106942,0.441882,0.014789,0
0.153191,0.450721,0.994791,0
0.214644,0.470274,0.959367,0
0.094002,0.439794,0.048234,0
0.110915,0.440627,0.02711,0
0.075708,0.438879,0.005112,0
0.102907,0.44002,0.043442,0
0.096223,0.439236,0.039706,0
0.113125,0.441058,0.022337,0
0.162866,0.464532,0.229728,0
0.093494,0.439893,0.045088,0
0.093755,0.44049,0.046385,0
0.159412,0.463294,0.468429,1
0.088158,0.439511,0.022186,0
0.09623,0.439986,0.034304,0
0.138625,0.442564,0.494888,0
0.085942,0.43939,0.011703,0
0.11908,0.441468,0.062706,0
0.103481,0.440679,0.031825,0
0.14352,0.463325,0.070153,0
0.088743,0.440218,0.06495,0
0.117181,0.441037,0.057507,0
0.097176,0.439736,0.015693,0
0.078161,0.440159,0.009025,0
0.089514,0.440495,0.018263,0
0.083025,0.439101,0.053544,0
0.212005,0.472874,1,1
0.11099,0.440704,0.051772,0
0.09502,0.44052,0.124819,0
0.104655,0.44002,0.051478,0
0.086249,0.439837,0.029756,0
0.165344,0.449774,0.982698,0
0.070052,0.439129,0.010641,0
0.088376,0.439422,0.100038,0
0.137225,0.441177,0.454764,0
0.09394,0.4414,0.017058,0
0.14854,0.463269,0.110583,1
0.097378,0.439656,0.021916,0
0.096058,0.439775,0.024625,0
0.07706,0.439558,0.011307,0
0.118296,0.441353,0.043264,0
0.081849,0.439645,0.022271,0
0.088281,0.44082,0.013441,0
0.103814,0.439426,0.020283,0
0.191851,0.450374,0.854957,0
0.113259,0.440346,0.087277,0
0.11758,0.441936,0.023873,0
0.082339,0.439231,0.017855,0
0.078671,0.439747,0.027041,0
0.158505,0.442804,0.559529,0
0.093758,0.440623,0.026282,0
0.161964,0.448408,0.963413,0
0.126394,0.439516,0.745164,0
0.124065,0.440132,0.064776,0
0.084132,0.439645,0.027914,0
0.082912,0.440047,0.017481,0
0.120556,0.441191,0.065459,1
0.099012,0.441226,0.024452,0
0.109215,0.440537,0.019863,0
0.097981,0.439741,0.043381,0
0.161161,0.464648,0.244474,0
0.117469,0.442026,0.134867,0
0.184099,0.450709,0.95218,0
0.115038,0.441537,0.035112,0
0.118744,0.442135,0.023059,0
0.075326,0.439025,0.006254,0
0.075817,0.439558,0.019789,0
0.095309,0.439893,0.023894,0
0.077666,0.439577,0.007541,0
0.105389,0.440949,0.022196,0
0.081447,0.439706,0.020742,1
0.081972,0.439542,0.015557,0
0.098319,0.43994,0.031912,0
0.088655,0.44052,0.085708,0
0.174785,0.464303,0.721368,0
0.081755,0.439406,0.024136,0
0.149153,0.46298,0.124853,0
0.101938,0.440841,0.026063,0
0.098328,0.439427,0.011271,1
0.097662,0.440628,0.069187,0
0.106468,0.439972,0.05437,0
0.126473,0.441166,0.129293,1
0.102652,0.440912,0.015409,0
0.106201,0.440712,0.065443,0
0.164394,0.464274,0.690732,0
0.114938,0.441064,0.069994,1
0.163512,0.443139,0.942684,0
0.122827,0.442672,0.079252,0
0.119793,0.441234,0.085847,0
0.08053,0.439415,0.015363,1
0.09153,0.439884,0.024194,0
0.099793,0.439949,0.036595,0
0.105111,0.442163,0.035538,0
0.09237,0.441077,0.020429,0
0.086743,0.439444,0.008258,0
0.087381,0.441027,0.012825,1
0.24629,0.469764,0.967634,0
0.097539,0.44053,0.022954,0
0.103718,0.440991,0.047946,0
0.114948,0.442426,0.048679,0
0.129487,0.442608,0.100235,0
0.17841,0.448386,0.99218,1
0.192577,0.465255,0.808255,0
0.205992,0.471886,0.999994,0
0.161927,0.463532,0.328501,0
0.095455,0.439885,0.037857,0
0.114349,0.441123,0.038065,0
0.096416,0.440613,0.03337,0
0.103702,0.440102,0.026739,0
0.068736,0.438976,0.005685,0
0.088822,0.439702,0.18084,0
0.259432,0.475059,0.999947,1
0.105435,0.441038,0.061048,0
0.121869,0.44241,0.199725,0
0.089233,0.439893,0.035027,0
0.124499,0.441672,0.085664,0
0.098962,0.440886,0.029868,0
0.105619,0.4415,0.048624,0
0.071538,0.439447,0.011521,0
0.320809,0.473869,1,0
0.083997,0.439893,0.029144,0
0.185433,0.464043,0.686749,0
0.219653,0.46518,0.992223,0
0.113517,0.441493,0.055478,0
0.154168,0.464585,0.401097,1
0.101522,0.440541,0.022759,0
0.09281,0.4399,0.04125,0
0.150213,0.464296,0.192255,0
0.101365,0.439772,0.054245,0
0.094764,0.440591,0.027797,0
0.110099,0.439554,0.070834,1
0.091703,0.439702,0.02995,0
0.101366,0.439842,0.032874,0
0.105469,0.441131,0.038089,0
0.090076,0.439669,0.022785,0
0.091686,0.439406,0.009463,0
0.095666,0.439525,0.038545,0
0.094023,0.440801,0.018809,0
0.08892,0.43993,0.032082,0
0.111891,0.439313,0.188396,0
0.082136,0.440175,0.013097,0
0.186132,0.450576,0.949682,0
0.111726,0.439987,0.052745,0
0.099066,0.439604,0.024893,0
0.083422,0.439524,0.00954,0
0.094874,0.439851,0.02179,0
0.076636,0.439587,0.009395,0
0.087972,0.439821,0.035972,0
0.118135,0.442392,0.042435,0
0.105335,0.440706,0.111452,1
0.080974,0.439747,0.031494,0
0.10804,0.439446,0.019397,1
0.153886,0.463459,0.108787,0
0.099801,0.439053,0.014332,0
0.104194,0.439991,0.021804,0
0.080355,0.439568,0.0117,0
0.218361,0.472711,1,0
0.100669,0.439791,0.056243,0
0.1113,0.439969,0.055992,0
0.071331,0.438951,0.004555,0
0.100132,0.439389,0.06838,1
0.093443,0.441145,0.012282,0
0.097421,0.439927,0.0293,0
0.175737,0.453282,0.99938,0
0.101389,0.440824,0.017958,0
0.089604,0.43935,0.017543,0
0.112543,0.441006,0.060321,1
0.106919,0.440243,0.032115,0
0.088124,0.439956,0.033387,0
0.085936,0.440017,0.007468,0
0.105247,0.441365,0.032948,0
0.077436,0.439422,0.015217,0
0.217759,0.45352,0.997004,1
0.115812,0.441085,0.069476,0
0.210354,0.473973,0.954771,1
0.190311,0.464591,0.626242,0
0.119574,0.440869,0.026777,0
0.075919,0.439389,0.014262,0
0.104617,0.440942,0.029906,0
0.085568,0.439893,0.028591,0
0.10474,0.441387,0.006556,1
0.110066,0.440025,0.061989,0
0.119115,0.442638,0.043716,0
0.202847,0.464576,0.586144,0
0.091775,0.440207,0.014652,1
0.11922,0.44229,0.09043,0
0.116165,0.44117,0.056326,0
0.082847,0.43935,0.017968,0
0.087972,0.439778,0.029963,0
0.07712,0.439438,0.010488,0
0.070331,0.436952,0.013329,0
0.072296,0.438879,0.00864,1
0.101004,0.441187,0.043171,0
0.086838,0.43945,0.024128,0
0.155372,0.463019,0.026595,0
0.153228,0.464551,0.079418,0
0.092395,0.439168,0.039896,0
0.09361,0.43969,0.019678,0
0.120271,0.441183,0.05162,0
0.077623,0.439062,0.015765,0
0.083832,0.439341,0.017076,0
0.105031,0.440049,0.066295,0
0.116436,0.441267,0.070827,0
0.102368,0.440879,0.024125,0
0.151862,0.464111,0.104865,0
0.09704,0.439769,0.036358,0
0.096904,0.440352,0.040784,1
0.190704,0.4502,0.937052,1
0.10853,0.441493,0.05163,0
0.118446,0.440691,0.57344,0
0.077628,0.439294,0.006866,1
0.098421,0.440743,0.049863,0
0.104485,0.440991,0.043232,1
0.087955,0.439888,0.033974,0
0.079425,0.439521,0.020591,0
0.101035,0.439808,0.208987,0
0.10835,0.440025,0.044548,0
0.085568,0.439341,0.016589,0
0.0925,0.441048,0.01907,0
0.098965,0.439855,0.050651,0
0.116125,0.44058,0.030763,0
0.084608,0.440403,0.002333,0
0.087687,0.43993,0.031404,0
0.09062,0.440495,0.01776,0
0.103065,0.440424,0.12697,0
0.097966,0.440716,0.030128,0
0.093785,0.439893,0.021121,0
0.082229,0.439481,0.013352,1
0.090013,0.439837,0.033564,0
0.103979,0.439999,0.034175,0
0.100702,0.439746,0.031927,0
0.069957,0.438774,0.00432,0
0.149873,0.463469,0.634036,0
0.116036,0.440878,0.072868,0
0.120675,0.442638,0.04682,0
0.085614,0.440227,0.026141,0
0.086959,0.439765,0.025067,1
0.094137,0.439803,0.03013,0
0.117034,0.441162,0.299683,0
0.116841,0.441234,0.055831,0
0.067546,0.438895,0.008074,0
0.096751,0.439728,0.045085,0
0.137652,0.462641,0.031198,0
0.10609,0.440489,0.058643,0
0.184739,0.45039,0.945897,0
0.090213,0.439634,0.02646,0
0.088115,0.439979,0.044559,1
0.092908,0.439774,0.00602,0
0.108636,0.439841,0.063447,0
0.152405,0.463308,0.184669,0
0.096164,0.440746,0.02604,0
0.082438,0.439257,0.010703,0
0.096175,0.439772,0.021045,0
0.119832,0.44122,0.042746,0
0.168951,0.464166,0.346804,0
0.111481,0.440744,0.010308,0
0.086594,0.440434,0.018734,0
0.109688,0.440657,0.01408,0
0.173186,0.463497,0.405046,0
0.09322,0.440863,0.0678,1
0.083656,0.43956,0.012545,0
0.148493,0.463695,0.034068,1
0.117691,0.440924,0.069579,0
0.097228,0.439858,0.022991,0
0.077305,0.439071,0.009594,0
0.09097,0.440371,0.049896,0
0.120311,0.441069,0.093175,0
0.099534,0.440991,0.034593,0
0.166559,0.465011,0.589428,0
0.107073,0.441207,0.029231,0
0.116842,0.441114,0.046576,0
0.118688,0.441234,0.030005,0
0.090044,0.439574,0.026056,0
0.086663,0.439222,0.019001,0
0.08319,0.439542,0.021003,0
0.095523,0.43993,0.036105,0
0.108301,0.441084,0.029377,0
0.107499,0.440322,0.029268,1
0.08112,0.439639,0.010654,0
0.20928,0.464602,0.902401,0
0.145286,0.464135,0.063134,0
0.092393,0.439643,0.039825,0
0.101603,0.440966,0.030591,0
0.093477,0.43915,0.007446,0
0.079412,0.439373,0.016038,0
0.116832,0.441374,0.063601,0
0.094764,0.440664,0.027246,0
0.097957,0.44112,0.023685,0
0.071365,0.439015,0.013245,0
0.098623,0.440716,0.020519,0
0.070161,0.438853,0.009419,1
0.11513,0.442376,0.057989,0
0.095485,0.439773,0.022801,0
0.091896,0.439851,0.037127,0
0.117331,0.440751,0.072277,0
0.156495,0.464375,0.187056,0
0.119986,0.441532,0.07125,0
0.108876,0.440949,0.026489,0
0.164802,0.462911,0.254985,0
0.117501,0.440999,0.251759,0
0.122486,0.442635,0.060144,1
0.083318,0.439542,0.018992,0
0.075272,0.439071,0.004323,0
0.096055,0.439791,0.029068,0
0.107272,0.439881,0.053061,0
0.080995,0.439152,0.01302,0
0.10233,0.442027,0.027287,0
0.093563,0.439933,0.020623,0
0.078573,0.439645,0.023515,0
0.210749,0.469911,0.996543,1
0.149405,0.464541,0.081768,1
0.090324,0.439947,0.023502,0
0.097304,0.441161,0.048862,0
0.101224,0.439709,0.020733,0
0.099845,0.439547,0.032907,0
0.148848,0.46443,0.075675,0
0.100279,0.440015,0.040292,0
0.108406,0.44002,0.066432,0
0.094073,0.439821,0.032282,0
0.10262,0.440545,0.087533,0
0.150476,0.463355,0.098328,0
0.099056,0.440287,0.012348,0
0.120768,0.441157,0.064949,0
0.121846,0.441475,0.073158,0
0.163431,0.450393,0.925585,0
0.100882,0.439844,0.047846,0
0.181525,0.450446,0.895187,0
0.098995,0.439813,0.044352,0
0.163204,0.463395,0.25919,0
0.10343,0.439787,0.04524,0
0.087974,0.439627,0.007202,0
0.095067,0.439592,0.015449,0
0.092196,0.440248,0.026946,0
0.107469,0.440853,0.036795,0
0.070158,0.439045,0.009061,0
0.094757,0.441082,0.026883,0
0.072753,0.438999,0.005714,0
0.145237,0.464344,0.071111,0
0.087156,0.439493,0.014012,0
0.080806,0.439294,0.009064,0
0.097337,0.439773,0.044255,0
0.097872,0.441038,0.031598,0
0.105462,0.439698,0.050936,0
0.11706,0.441026,0.081415,1
0.110706,0.441025,0.047646,0
0.111093,0.440083,0.071313,0
0.115545,0.441072,0.071622,0
0.102455,0.441086,0.014764,1
0.081122,0.439457,0.010257,0
0.10653,0.439969,0.047315,0
0.112291,0.441572,0.041698,0
0.097866,0.440628,0.030191,0
0.097365,0.439866,0.03281,1
0.115216,0.439851,0.098592,0
0.135021,0.442674,0.216941,0
0.149953,0.46326,0.112228,0
0.114576,0.440022,0.09673,0
0.18348,0.449852,0.846893,0
0.093652,0.439653,0.021372,1
0.091782,0.439443,0.019971,0
0.113176,0.441204,0.046574,0
0.091924,0.439773,0.031407,0
0.201322,0.450643,0.964266,0
0.113157,0.441028,0.041983,0
0.138663,0.462415,0.037173,1
0.092364,0.439371,0.02,0
0.106186,0.441934,0.04512,0
0.119422,0.44119,0.069382,1
0.096086,0.440636,0.118036,0
0.09452,0.439551,0.021838,0
0.139864,0.463012,0.062089,0
0.097664,0.439829,0.043595,0
0.11663,0.44107,0.05965,0
0.123332,0.442591,0.048918,0
0.088206,0.439821,0.031038,0
0.123544,0.44266,0.052964,1
0.10502,0.440617,0.018678,0
0.092948,0.44052,0.031535,1
0.311051,0.470868,1,0
0.087695,0.439542,0.046733,0
0.096876,0.441047,0.016217,0
0.144376,0.463274,0.082183,0
0.111815,0.44058,0.035032,0
0.164463,0.463332,0.448756,1
0.123599,0.462375,0.014163,0
0.081309,0.439531,0.008205,0
0.092296,0.439877,0.018075,0
0.108569,0.442205,0.71885,0
0.113799,0.441123,0.024857,0
0.095903,0.439686,0.039971,0
0.097677,0.441123,0.010239,0
0.087265,0.439614,0.024851,0
0.157856,0.46424,0.475702,0
0.110559,0.441125,0.050412,0
0.097642,0.440954,0.018288,1
0.103892,0.43985,0.021997,0
0.094237,0.439893,0.033168,1
0.160274,0.464111,0.890462,0
0.084174,0.439795,0.02718,0
0.095154,0.440012,0.02475,0
0.08858,0.439837,0.032863,0
0.08366,0.439672,0.022011,0
0.084644,0.439731,0.026043,0
0.095179,0.439555,0.021442,0
0.121264,0.442619,0.066476,0
0.082177,0.439406,0.00924,1
0.131149,0.442784,0.102701,0
0.095854,0.43993,0.029621,0
0.088613,0.439614,0.030331,0
0.10506,0.440025,0.051342,0
0.093879,0.439406,0.023563,0
0.109467,0.441025,0.074361,0
0.137158,0.462115,0.035154,0
0.117386,0.441013,0.066729,0
0.075138,0.439015,0.009877,0
0.087276,0.440051,0.0485,1
0.098345,0.439773,0.032999,0
0.117056,0.440868,0.088095,1
0.127182,0.462359,0.027101,0
0.111415,0.441022,0.04411,1
0.08366,0.439443,0.027644,0
0.145592,0.46433,0.108715,0
0.102795,0.440958,0.025012,0
0.083799,0.439134,0.009957,0
0.188246,0.45209,0.928508,0
0.100018,0.440147,0.041258,0
0.10198,0.441447,0.028387,0
0.065615,0.438858,0.007163,0
0.141068,0.463909,0.039496,0
0.165187,0.443618,0.999831,0
0.098724,0.439525,0.036571,0
0.083722,0.439231,0.009645,0
0.121365,0.44201,0.107728,0
0.167423,0.46443,0.289989,1
0.077131,0.439071,0.005444,0
0.181422,0.45193,0.929885,0
0.113148,0.441317,0.039057,0
0.146584,0.46303,0.070606,0
0.101672,0.441101,0.037488,0
0.093211,0.441133,0.029436,0
0.142465,0.463301,0.093196,0
0.11852,0.440899,0.222037,0
0.114207,0.440775,0.061159,0
0.202204,0.450616,0.874621,0
0.111664,0.439784,0.082827,1
0.096323,0.439799,0.037621,0
0.105229,0.441446,0.046432,0
0.120584,0.440965,0.0767,0
0.107552,0.442002,0.020879,0
0.096029,0.439775,0.011025,0
0.100077,0.439893,0.047903,0
0.146141,0.463187,0.143396,0
0.155389,0.464311,0.3788,1
0.20927,0.468582,0.887017,1
0.117879,0.441439,0.03127,0
0.140628,0.463822,0.045847,0
0.099652,0.440859,0.037542,0
0.084333,0.441027,0.010304,0
0.117769,0.441156,0.090806,1
0.081844,0.439134,0.005545,0
0.076265,0.439549,0.015356,0
0.203849,0.46614,1,0
0.138036,0.462585,0.0326,0
0.083221,0.439558,0.026327,0
0.10286,0.442146,0.019782,0
0.114864,0.439988,0.043061,0
0.199125,0.469387,0.955745,0
0.107946,0.440018,0.016293,0
0.094037,0.43939,0.021727,0
0.080414,0.439294,0.014442,0
0.105725,0.439927,0.047281,0
0.115674,0.441135,0.06621,1
0.10847,0.44123,0.053685,0
0.085626,0.439678,0.025988,0
0.105273,0.44128,0.035666,0
0.091655,0.439698,0.018914,0
0.196489,0.45068,0.973624,0
0.090936,0.439893,0.023073,0
0.094709,0.440711,0.026284,0
0.105863,0.4414,0.038321,0
0.121715,0.442668,0.072015,0
0.104478,0.441391,0.03942,0
0.113331,0.441493,0.049832,0
0.096859,0.440559,0.026429,0
0.261885,0.469383,0.998754,1
0.111283,0.441078,0.059693,0
0.117162,0.442042,0.034327,0
0.109044,0.440963,0.018997,0
0.08928,0.439871,0.041432,0
0.082252,0.439571,0.020042,0
0.082136,0.439571,0.01529,0
0.099114,0.440468,0.020478,0
0.095259,0.439483,0.015194,0
0.09781,0.44115,0.04045,0
0.084444,0.439159,0.019818,0
0.116303,0.440889,0.190545,0
0.102065,0.43985,0.05053,0
0.111751,0.442114,0.052225,0
0.125453,0.441112,0.123534,0
0.099389,0.440801,0.0192,0
0.093102,0.4399,0.050077,0
0.090822,0.439933,0.023518,0
0.11567,0.441951,0.005662,0
0.104124,0.440586,0.037049,0
0.169763,0.463146,0.293629,0
0.103535,0.44131,0.039289,0
0.110597,0.44147,0.012581,1
0.134367,0.442606,0.266822,0
0.301663,0.47369,1,0
0.095854,0.439291,0.015451,0
0.08393,0.439419,0.014811,0
0.07879,0.439515,0.005092,0
0.075041,0.439486,0.015566,0
0.100032,0.440836,0.007495,1
0.112991,0.44139,0.052986,0
0.124707,0.442513,0.090041,0
0.08892,0.439821,0.031787,0
0.107901,0.440508,0.021108,0
0.103769,0.439728,0.033012,1
0.108958,0.441456,0.03907,0
0.072489,0.439117,0.002743,0
0.100886,0.439986,0.041137,0
0.107737,0.440059,0.038002,0
0.081482,0.439672,0.020762,0
0.089696,0.439773,0.036335,0
0.103743,0.439986,0.051153,0
0.114823,0.440758,0.12121,0
0.081071,0.439486,0.023024,0
0.109579,0.439906,0.056017,1
0.109641,0.440995,0.049799,1
0.11524,0.441412,0.046953,0
0.102103,0.44189,0.042105,1
0.099061,0.439155,0.024691,0
0.118963,0.441559,0.054412,1
0.087552,0.440464,0.074683,0
0.111014,0.440807,0.032108,0
0.242979,0.473779,0.990004,1
0.099608,0.439933,0.034904,0
0.115441,0.440221,0.039019,0
0.074469,0.439521,0.008663,0
0.113678,0.441051,0.041002,0
0.104402,0.441171,0.0653,0
0.1095,0.441107,0.041116,0
0.081776,0.439398,0.005502,0
0.240275,0.469292,0.968967,0
0.10393,0.439993,0.051743,0
0.088402,0.439773,0.029626,0
0.090688,0.439701,0.038923,0
0.091671,0.440406,0.014934,0
0.108533,0.440966,0.048686,0
0.091057,0.439851,0.051311,0
0.170255,0.463534,0.426954,1
0.081334,0.439558,0.022336,0
0.144931,0.463389,0.114756,0
0.085022,0.439786,0.028484,0
0.119149,0.440743,0.045994,0
0.101447,0.439807,0.053405,0
0.110732,0.440891,0.039969,0
0.126817,0.439834,0.075838,0
0.089452,0.439791,0.02548,0
0.095838,0.440379,0.008018,0
0.174481,0.463259,0.360163,1
0.073521,0.439015,0.011638,1
0.11958,0.441157,0.084027,0
0.114391,0.44087,0.145405,0
0.108705,0.441962,0.03009,0
0.092624,0.440049,0.034265,1
0.124378,0.442226,0.830316,0
0.110923,0.439483,0.035785,0
0.093771,0.439877,0.018113,0
0.089588,0.439748,0.030075,0
0.088763,0.439784,0.014346,0
0.107987,0.439764,0.038331,0
0.103398,0.43993,0.029288,0
0.095869,0.43939,0.010536,0
0.118649,0.441532,0.058473,0
0.148884,0.442459,0.941269,0
0.114923,0.44117,0.048416,0
0.08402,0.43956,0.018204,0
0.118488,0.44029,0.035871,0
0.107858,0.440025,0.04492,0
0.190851,0.463953,0.742803,0
0.105107,0.438558,0.163849,1
0.095929,0.440966,0.125784,0
0.096152,0.43981,0.03607,0
0.075362,0.439132,0.012545,0
0.091676,0.440227,0.03433,1
0.173431,0.463567,0.411654,0
0.114798,0.441131,0.04843,0
0.109981,0.441527,0.012222,1
0.107,0.44062,0.078403,0
0.07878,0.439621,0.020596,0
0.088044,0.43938,0.016276,1
0.144608,0.464253,0.07193,0
0.085955,0.439439,0.01786,0
0.186366,0.464878,0.774532,0
0.124343,0.441234,0.064405,0
0.108985,0.439941,0.052528,0
0.12674,0.44252,0.108535,1
0.123075,0.441582,0.053992,0
0.087813,0.43938,0.020223,0
0.096211,0.440384,0.044665,0
0.088904,0.439837,0.027456,0
0.113945,0.441094,0.054873,0
0.114547,0.440998,0.043045,0
0.124055,0.4425,0.078168,0
0.069611,0.439024,0.00418,1
0.082552,0.43965,0.005442,0
0.091875,0.439884,0.036677,0
0.111526,0.439483,0.029201,0
0.11757,0.44242,0.049678,0
0.227695,0.473106,0.999999,1
0.093211,0.440181,0.01701,0
0.099674,0.43993,0.047903,0
0.100628,0.440962,0.029297,0
0.104233,0.439988,0.036053,0
0.095252,0.439914,0.036026,1
0.163713,0.463339,0.227875,0
0.092863,0.439334,0.021388,0
0.121687,0.441205,0.117688,1
0.105263,0.441252,0.059957,0
0.158096,0.463925,0.187373,1
0.091933,0.440283,0.04493,0
0.114245,0.442418,0.04849,0
0.094,0.43935,0.021729,0
0.081232,0.439659,0.015595,0
0.109887,0.440508,0.022496,0
0.110554,0.441011,0.052818,0
0.088503,0.439647,0.048698,0
0.155373,0.464585,0.126949,0
0.085067,0.439867,0.03448,0
0.098254,0.441344,0.039951,0
0.107048,0.439988,0.041834,0
0.094738,0.439893,0.036574,0
0.120639,0.442616,0.038318,0
0.097061,0.440834,0.017913,0
0.156166,0.464727,0.643159,0
0.11674,0.442366,0.04584,0
0.108026,0.440958,0.03456,0
0.097083,0.440495,0.021126,0
0.159804,0.464142,0.226902,0
0.254939,0.470897,1,0
0.115668,0.441075,0.139847,0
0.07671,0.438816,0.012685,0
0.101322,0.441328,0.036924,0
0.085991,0.439836,0.03423,0
0.07703,0.439422,0.007665,0
0.114181,0.440059,0.065793,0
0.093918,0.439701,0.025209,0
0.12118,0.441291,0.056498,0
0.116784,0.442513,0.044349,0
0.199557,0.45016,0.89721,1
0.109182,0.440115,0.047631,0
0.14262,0.440533,0.576812,0
0.089042,0.439893,0.031698,0
0.141968,0.464066,0.105668,0
0.122451,0.441005,0.06608,0
0.115773,0.442537,0.024781,0
0.112467,0.441463,0.068867,0
0.111691,0.44069,0.030383,0
0.096995,0.43939,0.00255,0
0.089467,0.439773,0.029994,0
0.088785,0.439612,0.022002,0
0.117092,0.442532,0.062573,0
0.085552,0.439645,0.032539,0
0.102181,0.439734,0.034309,0
0.107578,0.442277,0.056065,0
0.121364,0.442042,0.033253,0
0.122318,0.441596,0.121851,0
0.151317,0.463326,0.099398,0
0.084083,0.43911,0.00985,0
0.099032,0.439986,0.043197,0
0.113256,0.442152,0.033805,0
0.102197,0.439978,0.031646,0
0.14493,0.464296,0.07869,1
0.117547,0.441005,0.077108,1
0.111284,0.440755,0.032912,1
0.145553,0.462607,0.046535,0
0.102271,0.439962,0.036378,0
0.114339,0.439464,0.091193,0
0.203936,0.473733,0.925515,0
0.090889,0.440664,0.041357,0
0.08257,0.439222,0.013513,0
0.091842,0.439773,0.031947,0
0.114946,0.44117,0.053643,1
0.113205,0.440891,0.12803,0
0.11674,0.440658,0.198827,0
0.155037,0.463275,0.068971,0
0.135358,0.462593,0.038163,0
0.102589,0.441027,0.027213,0
0.104023,0.439642,0.056571,1
0.096467,0.440774,0.027952,0
0.127162,0.440054,0.194283,0
0.081228,0.439643,0.013386,0
0.104313,0.439275,0.038216,0
0.10901,0.439572,0.064154,0
0.101257,0.441028,0.027641,0
